ID,Year_Birth,Education,Marital_Status, Income ,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response
8594,1958,PhD,Widow," ₹ 50,520.00 ",0.00,1.00,28-01-2014,25.00,112.00,0.00,6.00,2.00,1.00,14.00,2.00,3.00,1.00,3.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
7059,1963,Graduation,Married," ₹ 80,124.00 ",0.00,0.00,26-06-2014,47.00,483.00,84.00,398.00,205.00,84.00,241.00,1.00,3.00,7.00,8.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
2815,1975,Graduation,Married," ₹ 33,183.00 ",1.00,0.00,24-02-2014,46.00,7.00,5.00,39.00,17.00,15.00,37.00,2.00,4.00,0.00,3.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
2416,1969,PhD,Single," ₹ 66,582.00 ",0.00,0.00,03-03-2014,83.00,789.00,25.00,420.00,16.00,38.00,0.00,1.00,2.00,8.00,9.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
7999,1955,PhD,Married," ₹ 75,261.00 ",0.00,0.00,23-04-2013,17.00,1239.00,17.00,413.00,23.00,34.00,17.00,1.00,5.00,6.00,5.00,2.00,0.00,1.00,1.00,0.00,0.00,0.00,3.00,11.00,1.00
9213,1970,Graduation,Widow," ₹ 31,880.00 ",1.00,0.00,31-10-2012,13.00,4.00,1.00,5.00,2.00,0.00,3.00,1.00,1.00,0.00,2.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
9697,1951,Graduation,Married," ₹ 53,790.00 ",0.00,2.00,06-03-2014,86.00,335.00,42.00,127.00,28.00,5.00,5.00,3.00,7.00,2.00,8.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
3916,1971,PhD,Married," ₹ 49,269.00 ",1.00,0.00,15-08-2012,92.00,639.00,8.00,166.00,11.00,8.00,58.00,3.00,7.00,3.00,12.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
2021,1975,Graduation,Married," ₹ 61,456.00 ",0.00,1.00,27-03-2013,47.00,563.00,76.00,384.00,84.00,192.00,89.00,4.00,6.00,10.00,13.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
1581,1980,Graduation,Married," ₹ 37,406.00 ",1.00,0.00,10-10-2013,18.00,2.00,0.00,8.00,2.00,2.00,3.00,1.00,1.00,0.00,2.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
564,1981,PhD,Married," ₹ 56,937.00 ",1.00,0.00,04-08-2012,81.00,746.00,8.00,125.00,11.00,8.00,8.00,7.00,8.00,6.00,9.00,6.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
6619,1978,Graduation,Married," ₹ 38,415.00 ",1.00,1.00,02-01-2013,91.00,22.00,1.00,13.00,4.00,0.00,4.00,2.00,1.00,0.00,3.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
9081,1988,Graduation,Single," ₹ 20,518.00 ",1.00,0.00,18-05-2014,58.00,4.00,1.00,6.00,4.00,1.00,9.00,1.00,1.00,1.00,2.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
178,1956,Graduation,Married," ₹ 62,503.00 ",0.00,1.00,18-02-2013,40.00,478.00,0.00,193.00,110.00,75.00,117.00,4.00,8.00,3.00,11.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
916,1972,PhD,Single," ₹ 41,644.00 ",1.00,1.00,09-05-2014,67.00,20.00,3.00,4.00,2.00,0.00,2.00,2.00,1.00,0.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
5512,1977,Master,Married," ₹ 55,842.00 ",0.00,1.00,23-05-2014,19.00,451.00,0.00,39.00,0.00,4.00,24.00,1.00,7.00,1.00,8.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
8970,1972,PhD,Married," ₹ 62,010.00 ",0.00,1.00,23-10-2012,93.00,371.00,22.00,39.00,6.00,0.00,92.00,4.00,6.00,2.00,7.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10581,1977,Graduation,Married," ₹ 41,124.00 ",1.00,0.00,31-10-2012,41.00,281.00,7.00,84.00,15.00,0.00,119.00,7.00,7.00,3.00,4.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
5300,1973,Master,Married," ₹ 38,961.00 ",1.00,0.00,30-12-2013,60.00,19.00,7.00,19.00,0.00,1.00,24.00,1.00,2.00,1.00,2.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
5154,1972,Master,Divorced," ₹ 37,760.00 ",1.00,0.00,11-08-2013,54.00,26.00,3.00,13.00,2.00,10.00,0.00,1.00,2.00,0.00,3.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
8346,1974,Graduation,Single," ₹ 32,233.00 ",1.00,0.00,19-08-2012,26.00,138.00,15.00,35.00,25.00,11.00,72.00,2.00,6.00,2.00,2.00,9.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
1676,1975,Graduation,Married," ₹ 43,057.00 ",0.00,1.00,30-10-2013,30.00,213.00,2.00,44.00,0.00,2.00,5.00,4.00,4.00,2.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
9286,1960,Master,Married," ₹ 83,151.00 ",0.00,0.00,10-10-2012,93.00,407.00,28.00,100.00,120.00,74.00,18.00,1.00,5.00,9.00,4.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
2426,1964,PhD,Divorced," ₹ 78,825.00 ",0.00,0.00,14-09-2012,35.00,483.00,74.00,114.00,169.00,37.00,18.00,1.00,5.00,10.00,13.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
5172,1976,Master,Married," ₹ 65,104.00 ",0.00,1.00,14-11-2013,4.00,738.00,0.00,232.00,13.00,20.00,50.00,2.00,3.00,5.00,7.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
5562,1974,Graduation,Married," ₹ 60,093.00 ",0.00,1.00,26-06-2013,92.00,502.00,12.00,109.00,16.00,6.00,90.00,2.00,7.00,2.00,10.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
3436,1969,Graduation,Married," ₹ 14,045.00 ",1.00,0.00,26-01-2014,24.00,11.00,0.00,5.00,2.00,1.00,1.00,1.00,1.00,0.00,3.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
3921,1952,2n Cycle,Widow," ₹ 28,457.00 ",0.00,0.00,28-10-2012,96.00,24.00,1.00,108.00,29.00,29.00,14.00,1.00,4.00,1.00,4.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
3403,1958,PhD,Married," ₹ 78,952.00 ",0.00,1.00,24-09-2012,11.00,1170.00,19.00,594.00,99.00,76.00,134.00,2.00,2.00,5.00,12.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
22,1976,Graduation,Divorced," ₹ 46,310.00 ",1.00,0.00,03-12-2012,99.00,185.00,2.00,88.00,15.00,5.00,14.00,2.00,6.00,1.00,5.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10965,1955,Graduation,Married," ₹ 76,005.00 ",0.00,0.00,22-02-2013,72.00,983.00,20.00,389.00,240.00,50.00,40.00,1.00,3.00,5.00,13.00,6.00,0.00,0.00,0.00,1.00,0.00,0.00,3.00,11.00,0.00
9426,1964,Master,Single," ₹ 58,308.00 ",0.00,1.00,12-01-2013,77.00,691.00,0.00,69.00,10.00,0.00,130.00,4.00,2.00,6.00,3.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
6605,1944,PhD,Divorced," ₹ 55,614.00 ",0.00,0.00,27-11-2013,85.00,504.00,13.00,131.00,8.00,0.00,26.00,1.00,9.00,4.00,6.00,7.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
3136,1962,Master,Divorced," ₹ 59,432.00 ",0.00,1.00,13-04-2013,88.00,317.00,25.00,265.00,25.00,19.00,12.00,3.00,5.00,3.00,11.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
8737,1978,Graduation,Divorced," ₹ 55,563.00 ",0.00,1.00,05-04-2014,22.00,29.00,1.00,9.00,2.00,0.00,2.00,1.00,2.00,0.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
11088,1971,PhD,Married," ₹ 78,642.00 ",0.00,1.00,21-04-2013,83.00,1396.00,0.00,322.00,46.00,35.00,17.00,1.00,4.00,9.00,4.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
716,1949,PhD,Married," ₹ 67,911.00 ",0.00,1.00,22-05-2014,63.00,529.00,0.00,356.00,63.00,28.00,0.00,3.00,6.00,7.00,11.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
466,1944,Graduation,Married," ₹ 65,275.00 ",0.00,0.00,03-04-2013,9.00,388.00,14.00,218.00,91.00,14.00,21.00,1.00,4.00,3.00,13.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
9135,1950,Graduation,Married," ₹ 27,203.00 ",1.00,1.00,06-08-2012,92.00,13.00,2.00,21.00,4.00,0.00,24.00,2.00,1.00,1.00,2.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10623,1961,Master,Married," ₹ 48,330.00 ",0.00,1.00,15-11-2013,2.00,28.00,0.00,4.00,0.00,0.00,0.00,1.00,1.00,0.00,3.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
8151,1990,Basic,Married," ₹ 24,279.00 ",0.00,0.00,29-12-2012,6.00,16.00,36.00,21.00,20.00,62.00,108.00,1.00,4.00,1.00,3.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
5140,1985,PhD,Married," ₹ 64,355.00 ",1.00,0.00,24-08-2012,66.00,1047.00,0.00,140.00,67.00,38.00,153.00,2.00,4.00,3.00,12.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10160,1956,Master,Married," ₹ 50,943.00 ",0.00,1.00,21-06-2013,49.00,31.00,0.00,7.00,2.00,0.00,6.00,1.00,1.00,0.00,3.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4945,1953,Graduation,Widow," ₹ 53,653.00 ",0.00,0.00,07-11-2012,29.00,815.00,10.00,239.00,28.00,10.00,108.00,2.00,10.00,4.00,12.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10584,1976,Graduation,Married," ₹ 65,665.00 ",0.00,1.00,02-12-2013,77.00,225.00,162.00,387.00,106.00,36.00,29.00,1.00,5.00,10.00,8.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
6071,1989,Graduation,Single," ₹ 81,217.00 ",0.00,0.00,19-07-2013,77.00,493.00,70.00,324.00,146.00,40.00,84.00,1.00,3.00,7.00,11.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
3386,1992,Graduation,Married," ₹ 34,935.00 ",0.00,0.00,21-06-2013,71.00,34.00,4.00,66.00,3.00,10.00,20.00,1.00,2.00,1.00,4.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
8939,1959,Graduation,Divorced," ₹ 61,250.00 ",0.00,1.00,16-12-2012,49.00,382.00,138.00,65.00,60.00,26.00,59.00,6.00,5.00,2.00,12.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
9925,1981,PhD,Married," ₹ 39,665.00 ",1.00,0.00,25-05-2013,97.00,127.00,1.00,56.00,0.00,1.00,31.00,3.00,4.00,2.00,3.00,7.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4320,1979,Graduation,Single," ₹ 60,152.00 ",0.00,1.00,28-03-2013,6.00,325.00,83.00,300.00,86.00,58.00,91.00,1.00,6.00,4.00,12.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
5389,1964,Graduation,Married," ₹ 48,920.00 ",0.00,2.00,20-10-2013,93.00,238.00,17.00,68.00,8.00,10.00,6.00,3.00,6.00,2.00,5.00,7.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
6036,1959,Master,Married," ₹ 89,120.00 ",0.00,0.00,17-03-2014,78.00,1168.00,92.00,408.00,72.00,129.00,55.00,1.00,5.00,6.00,7.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,3.00,11.00,0.00
182,1946,PhD,Married," ₹ 44,124.00 ",0.00,1.00,11-05-2013,62.00,284.00,0.00,55.00,0.00,6.00,52.00,4.00,6.00,2.00,5.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
203,1975,Master,Single," ₹ 81,169.00 ",0.00,0.00,14-04-2013,47.00,1288.00,20.00,613.00,80.00,61.00,27.00,1.00,5.00,7.00,9.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
11025,1961,Graduation,Married," ₹ 36,443.00 ",1.00,1.00,03-02-2013,9.00,65.00,0.00,46.00,4.00,3.00,20.00,4.00,3.00,1.00,3.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10203,1990,Graduation,Single," ₹ 26,095.00 ",1.00,0.00,30-06-2013,77.00,11.00,7.00,9.00,3.00,1.00,11.00,1.00,1.00,0.00,3.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4607,1959,Graduation,Married," ₹ 71,367.00 ",0.00,0.00,23-08-2013,24.00,227.00,23.00,389.00,42.00,21.00,75.00,1.00,4.00,5.00,7.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
3711,1944,Master,Married," ₹ 80,184.00 ",0.00,0.00,01-03-2014,19.00,1035.00,134.00,670.00,25.00,38.00,0.00,1.00,6.00,3.00,10.00,3.00,0.00,0.00,1.00,1.00,0.00,0.00,3.00,11.00,0.00
3696,1965,Graduation,Divorced," ₹ 30,630.00 ",1.00,1.00,27-01-2014,67.00,27.00,1.00,12.00,2.00,0.00,10.00,2.00,2.00,0.00,3.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
2532,1987,Master,Single," ₹ 73,454.00 ",0.00,0.00,01-03-2014,95.00,982.00,73.00,351.00,56.00,14.00,175.00,1.00,2.00,4.00,6.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
9214,1991,Graduation,Married," ₹ 42,691.00 ",0.00,0.00,16-08-2013,48.00,179.00,2.00,64.00,38.00,17.00,58.00,1.00,5.00,1.00,6.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4943,1953,Graduation,Married," ₹ 70,503.00 ",0.00,0.00,30-09-2012,73.00,1379.00,33.00,216.00,0.00,33.00,66.00,1.00,2.00,4.00,9.00,6.00,0.00,1.00,1.00,0.00,0.00,0.00,3.00,11.00,0.00
35,1987,Graduation,Married," ₹ 25,545.00 ",1.00,0.00,08-09-2012,35.00,32.00,1.00,64.00,16.00,12.00,85.00,3.00,2.00,2.00,3.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
2258,1986,Graduation,Married," ₹ 32,880.00 ",1.00,0.00,04-12-2012,76.00,8.00,4.00,15.00,7.00,6.00,2.00,1.00,1.00,0.00,3.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4322,1958,PhD,Married," ₹ 77,863.00 ",0.00,0.00,27-11-2013,20.00,881.00,38.00,319.00,16.00,25.00,12.00,1.00,4.00,5.00,10.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
713,1977,Master,Married," ₹ 50,353.00 ",0.00,0.00,08-06-2014,72.00,141.00,15.00,153.00,67.00,31.00,35.00,1.00,4.00,4.00,6.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4702,1964,Graduation,Single," ₹ 61,839.00 ",0.00,0.00,12-08-2012,20.00,1000.00,155.00,379.00,224.00,17.00,120.00,1.00,4.00,8.00,4.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
3281,1960,PhD,Married," ₹ 49,154.00 ",1.00,1.00,03-11-2013,69.00,206.00,10.00,67.00,30.00,27.00,71.00,6.00,4.00,1.00,8.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
702,1975,2n Cycle,Widow," ₹ 47,682.00 ",0.00,1.00,15-02-2013,80.00,162.00,61.00,83.00,97.00,57.00,61.00,4.00,4.00,3.00,8.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
2004,1969,Graduation,Single," ₹ 72,679.00 ",0.00,1.00,18-09-2013,65.00,619.00,54.00,260.00,127.00,54.00,54.00,1.00,4.00,7.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4769,1977,Master,Married," ₹ 57,954.00 ",1.00,1.00,18-06-2014,52.00,456.00,4.00,24.00,0.00,0.00,9.00,7.00,8.00,2.00,6.00,7.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4437,1962,Graduation,Married," ₹ 65,316.00 ",1.00,1.00,24-04-2013,65.00,112.00,6.00,92.00,3.00,9.00,38.00,2.00,3.00,2.00,5.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
8724,1982,Graduation,Single," ₹ 28,567.00 ",1.00,0.00,17-06-2013,57.00,11.00,3.00,22.00,2.00,2.00,6.00,2.00,2.00,0.00,3.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10741,1951,Master,Married," ₹ 47,352.00 ",0.00,1.00,11-04-2013,70.00,172.00,12.00,112.00,8.00,0.00,15.00,4.00,6.00,1.00,5.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
1991,1967,Graduation,Married," ₹ 44,931.00 ",0.00,1.00,18-01-2014,0.00,78.00,0.00,11.00,0.00,0.00,7.00,1.00,2.00,1.00,3.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
6931,1967,Graduation,Divorced," ₹ 76,982.00 ",0.00,0.00,15-02-2014,19.00,464.00,151.00,292.00,65.00,60.00,30.00,1.00,8.00,3.00,4.00,4.00,0.00,0.00,1.00,0.00,0.00,0.00,3.00,11.00,1.00
11096,1952,2n Cycle,Married," ₹ 57,247.00 ",0.00,1.00,08-08-2013,50.00,99.00,4.00,32.00,37.00,54.00,6.00,2.00,2.00,1.00,7.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
304,1981,Master,Single," ₹ 22,944.00 ",1.00,0.00,23-12-2013,67.00,19.00,3.00,19.00,4.00,5.00,26.00,3.00,3.00,0.00,3.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
3665,1977,2n Cycle,Married," ₹ 25,315.00 ",1.00,0.00,07-11-2013,46.00,1.00,9.00,8.00,11.00,3.00,22.00,3.00,3.00,0.00,3.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10591,1969,Graduation,Widow," ₹ 43,638.00 ",0.00,1.00,06-08-2012,37.00,63.00,10.00,83.00,7.00,19.00,19.00,2.00,4.00,1.00,4.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
5036,1984,PhD,Single," ₹ 42,710.00 ",1.00,0.00,28-11-2012,38.00,252.00,3.00,42.00,4.00,3.00,102.00,2.00,4.00,5.00,3.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
5547,1982,PhD,Married," ₹ 84,169.00 ",0.00,0.00,07-08-2013,9.00,1478.00,19.00,403.00,0.00,19.00,0.00,1.00,7.00,6.00,6.00,3.00,0.00,1.00,1.00,0.00,0.00,0.00,3.00,11.00,1.00
7822,1976,Graduation,Married," ₹ 54,058.00 ",0.00,1.00,04-06-2013,56.00,198.00,18.00,252.00,32.00,108.00,54.00,2.00,4.00,6.00,8.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
8541,1990,2n Cycle,Married," ₹ 24,683.00 ",1.00,0.00,08-03-2014,98.00,8.00,4.00,10.00,6.00,7.00,6.00,2.00,2.00,0.00,4.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10955,1964,Graduation,Widow," ₹ 85,620.00 ",0.00,0.00,07-01-2014,68.00,416.00,46.00,925.00,60.00,107.00,46.00,1.00,3.00,6.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
4368,1980,Graduation,Married," ₹ 47,850.00 ",1.00,0.00,03-12-2013,72.00,42.00,7.00,43.00,20.00,12.00,10.00,1.00,3.00,0.00,4.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
9671,1968,Graduation,Married," ₹ 19,514.00 ",1.00,1.00,26-01-2014,47.00,14.00,3.00,21.00,2.00,1.00,28.00,4.00,3.00,1.00,2.00,8.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
2256,1973,Master,Married," ₹ 27,159.00 ",1.00,1.00,29-03-2014,33.00,17.00,0.00,3.00,0.00,0.00,1.00,2.00,1.00,0.00,3.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4279,1963,2n Cycle,Single," ₹ 39,548.00 ",1.00,1.00,31-03-2014,87.00,15.00,4.00,10.00,3.00,4.00,18.00,2.00,1.00,1.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
5371,1989,Graduation,Single," ₹ 21,474.00 ",1.00,0.00,08-04-2014,0.00,6.00,16.00,24.00,11.00,0.00,34.00,2.00,3.00,1.00,2.00,7.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
9240,1971,PhD,Single," ₹ 60,504.00 ",0.00,1.00,07-02-2014,73.00,458.00,0.00,24.00,6.00,4.00,34.00,2.00,6.00,2.00,8.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
9460,1963,Graduation,Married," ₹ 22,419.00 ",0.00,0.00,18-04-2013,74.00,30.00,3.00,47.00,19.00,21.00,42.00,1.00,3.00,2.00,2.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
9504,1949,Master,Married," ₹ 81,698.00 ",0.00,0.00,06-11-2013,4.00,179.00,28.00,520.00,111.00,123.00,47.00,1.00,3.00,8.00,13.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,1.00
8692,1952,Graduation,Married," ₹ 43,462.00 ",1.00,1.00,12-09-2012,50.00,90.00,17.00,97.00,15.00,6.00,15.00,6.00,4.00,1.00,5.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
448,1978,PhD,Single," ₹ 54,880.00 ",1.00,0.00,01-03-2013,57.00,308.00,85.00,137.00,102.00,45.00,118.00,2.00,6.00,2.00,11.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
8314,1982,Graduation,Married," ₹ 79,908.00 ",0.00,0.00,05-04-2013,30.00,557.00,129.00,761.00,29.00,185.00,111.00,1.00,5.00,6.00,7.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,3.00,11.00,0.00
8420,1970,2n Cycle,Married," ₹ 15,315.00 ",0.00,0.00,03-08-2013,27.00,7.00,4.00,13.00,15.00,8.00,17.00,2.00,2.00,0.00,4.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
3174,1959,Graduation,Married," ₹ 87,771.00 ",0.00,1.00,22-05-2013,61.00,1492.00,38.00,287.00,50.00,57.00,33.00,1.00,5.00,10.00,4.00,6.00,0.00,1.00,1.00,1.00,1.00,0.00,3.00,11.00,1.00
7685,1978,Graduation,Married," ₹ 33,039.00 ",1.00,0.00,09-09-2013,4.00,30.00,8.00,12.00,8.00,8.00,12.00,1.00,2.00,0.00,4.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
3179,1980,Graduation,Single," ₹ 81,741.00 ",0.00,0.00,16-06-2013,75.00,249.00,153.00,940.00,58.00,134.00,38.00,0.00,6.00,6.00,7.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
9780,1971,Master,Married," ₹ 71,499.00 ",0.00,1.00,25-06-2013,12.00,465.00,25.00,132.00,136.00,0.00,37.00,2.00,8.00,3.00,13.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10681,1970,2n Cycle,Married," ₹ 62,466.00 ",0.00,1.00,15-01-2014,13.00,129.00,129.00,259.00,168.00,121.00,83.00,5.00,6.00,3.00,12.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10232,1963,PhD,Divorced," ₹ 48,799.00 ",0.00,1.00,05-11-2013,9.00,174.00,18.00,81.00,28.00,6.00,24.00,3.00,3.00,2.00,7.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
4184,1950,PhD,Married," ₹ 52,157.00 ",0.00,1.00,07-06-2014,48.00,189.00,2.00,29.00,3.00,2.00,40.00,2.00,3.00,2.00,5.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
9120,1962,Graduation,Single," ₹ 66,565.00 ",0.00,1.00,05-12-2012,80.00,747.00,10.00,161.00,65.00,40.00,42.00,4.00,4.00,2.00,9.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
891,1951,Master,Married," ₹ 29,298.00 ",1.00,1.00,07-09-2013,60.00,6.00,0.00,2.00,2.00,0.00,1.00,1.00,1.00,0.00,2.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
10381,1979,Graduation,Single," ₹ 47,691.00 ",0.00,1.00,05-07-2013,43.00,14.00,0.00,3.00,0.00,0.00,4.00,1.00,1.00,0.00,2.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
3525,1970,Graduation,Married," ₹ 38,200.00 ",1.00,1.00,07-12-2012,19.00,12.00,0.00,4.00,0.00,0.00,1.00,1.00,1.00,0.00,2.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
6818,1974,Graduation,Married," ₹ 44,989.00 ",0.00,1.00,12-09-2012,26.00,98.00,0.00,106.00,49.00,10.00,106.00,5.00,5.00,1.00,5.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,11.00,0.00
